DNI,Nombre,Apellido,edad,gender,Perdida de conciencia,Respirar,Movilidad,Dolor
760327689,Aurlie,Shreve,111,F,False,True,False,True
527900987,Wayne,Mattheissen,16,M,True,True,True,False
077057665,Korrie,Ayres,120,F,True,False,True,True
280036814,Lucita,Danbury,76,F,True,True,True,False
145234972,Chariot,Riba,57,M,True,True,True,True
340520417,Renie,Lysaght,95,F,True,False,False,True
140292955,Alley,Seden,25,M,True,True,True,True
960957876,Bobby,Vasyanin,58,M,True,True,False,True
058873290,Obadiah,Truin,111,M,True,True,False,True
970004583,Thacher,Cheeld,80,M,True,True,True,True
402975969,Sydel,Fassbender,112,F,True,True,True,True
912087135,Shanda,Wickett,91,F,False,True,False,True
240675319,Efrem,Oliff,103,M,True,False,True,False
001196580,Nate,Guerriero,67,M,True,True,True,False
640985211,Nehemiah,Brangan,24,M,True,True,True,True
706780512,Blake,Wadhams,6,M,True,True,True,True
415800982,Darby,Boadby,10,M,True,True,True,False
958393539,Maison,Scruton,109,M,True,True,True,False
522265692,Fairfax,Archdeacon,22,M,False,True,True,False
814448212,Markus,Ritch,110,M,True,True,False,False
126366462,Lindsey,Fosken,101,M,True,False,True,True
119373513,Rodolph,Higginbottam,58,M,True,True,False,False
638630509,Fairfax,McConway,120,M,True,True,False,True
082989874,Randie,Kay,36,F,True,True,True,True
743342434,Ariel,Galfour,49,M,True,True,True,False
652566706,Kaycee,Burgane,104,F,True,True,False,True
491788802,Cordi,Willingham,95,F,True,True,False,True
720666399,Claudette,Wimpenny,113,F,True,True,True,False
539830571,Tam,Macak,80,M,True,True,False,False
919112930,Berkeley,Fairnie,90,M,True,True,False,False
672468567,Sinclare,Van Der Weedenburg,72,M,True,False,False,True
645253701,Jeramie,Barham,26,M,True,True,True,True
977299796,Wilden,Reidie,111,M,True,True,True,False
289380452,Carr,Wilfinger,104,M,True,False,False,False
340355749,Cayla,Gough,32,F,True,True,True,False
692621682,Forster,Eaglesham,45,M,True,True,True,True
191598147,Charyl,Chagg,70,F,True,True,True,False
911696670,Andrus,Ludlow,111,M,True,True,False,True
394839791,Lottie,McMichael,77,F,True,False,True,False
680635527,Marmaduke,Holbury,70,M,False,True,True,True
164356793,Aurlie,Gosden,120,F,True,True,False,False
062255732,Fletch,Lambswood,12,M,True,False,False,True
406550378,Amandie,Burnside,27,F,True,True,True,True
495605164,Nadine,Lyddy,82,F,True,False,True,False
738981719,Beryle,Jepson,74,F,True,True,True,True
396089473,Lucie,Blacklock,1,F,True,True,False,True
620351283,Shannen,Mayhou,113,F,True,True,True,True
026344819,Karole,O'Shevlin,19,F,True,True,True,False
148702942,Kizzee,Ryves,105,F,True,True,False,True
738457593,Ezmeralda,Thon,49,F,True,False,False,True
047511926,Berkie,Jordin,25,M,False,False,False,True
402357573,Derward,Shord,49,M,False,True,False,False
030622536,Rosanne,Lillford,95,F,True,False,True,True
100990669,Karisa,Darton,57,F,True,False,False,True
982969669,Elsey,Lukas,59,F,False,True,True,False
824661992,Ilene,Perel,83,F,True,True,False,True
809789069,Em,Sowersby,44,F,True,True,False,True
888715543,Pat,Downgate,103,F,True,False,False,True
232062520,Camellia,Wildes,32,F,True,True,True,True
856755378,Mathilde,Dachs,101,F,True,False,True,False
782257998,Ignaz,Moreing,58,M,False,True,False,True
171872999,Morley,Sterman,38,M,False,True,False,False
091162131,Giffy,Hullah,30,M,True,True,True,False
695778558,Alexia,D'Acth,72,F,True,True,False,True
427720562,Nariko,Isaq,25,F,True,True,False,False
320201711,Sheilah,Tregaskis,110,F,True,False,True,False
668154709,Hedda,Okie,16,F,False,True,False,False
456187388,Keenan,Lockner,56,M,True,True,True,False
074970718,Zeb,Edgehill,51,M,True,True,True,False
249205369,Cort,Iuorio,92,M,False,True,True,True
909648397,Bill,Anglin,85,F,True,False,True,False
418543519,Nigel,Watton,18,M,False,True,True,False
883398190,Niles,Donohoe,100,M,True,True,False,False
063291663,Kelly,Levings,83,M,True,True,True,True
765111333,Rickert,Deniske,5,M,True,True,True,True
163200134,Corenda,Perschke,93,F,True,True,True,False
293628519,Faydra,Staneland,70,F,True,True,False,True
845072808,Antons,Asch,74,M,True,True,True,False
075297415,Abe,Gateshill,7,M,True,True,True,False
697284426,Flossi,Membry,32,F,True,True,True,True
278500991,Reinhold,Louw,61,M,True,True,False,False
313182926,Joshuah,Kardos,60,M,True,False,False,False
195621892,Dwain,Normadell,51,M,True,False,True,False
591012196,Teddi,Flux,36,F,True,True,True,False
879313754,Cicely,Catcheside,105,F,False,True,True,False
940442277,Kerk,Scothorn,16,M,True,False,False,False
913557310,Hieronymus,Cranch,101,M,True,True,False,True
575650371,Isobel,Hembery,11,F,True,True,False,True
893893863,Adria,Dore,33,F,True,True,False,False
840356167,Aksel,Tregear,29,M,True,True,True,True
703596106,Gary,Thewys,28,M,False,True,True,False
447338726,Kelsy,Yellowlea,75,F,True,True,False,False
970066207,Ab,Stiegars,9,M,False,True,True,False
606156966,Kinsley,Forcade,49,M,True,True,True,True
531341407,Arlina,Olensby,49,F,False,False,True,False
846532815,Susann,Hise,31,F,True,True,False,True
883832013,Milly,Scammonden,27,F,True,True,True,True
072475844,Shaylynn,Leppard,18,F,True,True,False,False
022908634,Roddy,Pendlenton,91,M,True,True,False,True
673807406,Barbara-anne,Joly,29,F,True,True,False,True
826469875,Belita,Nott,46,F,False,True,True,True
140561286,Sarah,Sallows,43,F,True,True,False,False
233424175,Rikki,Agneau,97,M,True,True,False,True
221603760,Rowney,Issett,62,M,True,True,True,False
956662469,Gaye,Ohrtmann,117,F,True,False,True,False
802056821,Des,Gergus,4,M,True,True,True,False
836789002,Demetri,Shurey,87,M,True,True,True,True
828011444,Lorianna,Lorenzetto,24,F,True,True,False,True
587680609,Cinderella,Joul,98,F,True,True,False,False
071790257,Algernon,McReedy,73,M,True,False,True,True
422880728,Vinnie,Yakobowitz,93,F,True,True,False,False
999081645,Dion,Delong,63,M,True,True,True,True
234317922,Catlin,Monery,6,F,True,True,False,True
336940321,Aymer,Emeney,82,M,True,True,True,False
577127086,Paten,Ayling,37,M,False,True,True,False
979310186,Tania,Ensten,96,F,True,True,True,True
720784239,Philippine,McPhelim,113,F,True,False,True,False
605096211,Reinold,Jardine,78,M,True,True,False,False
848839778,Drugi,Minchinton,97,M,False,False,False,False
119389350,Rossy,Niese,13,M,True,False,True,True
766213072,Clementina,Bremen,9,F,True,True,False,True
517158171,Zachary,Every,8,M,False,True,True,False
992784156,Marinna,Millin,56,F,True,True,True,True
347372152,Dorie,Shier,31,M,True,False,True,True
450681538,Adelice,Pactat,114,F,True,True,True,False
212200776,Auroora,Bilney,0,F,False,True,True,True
011377201,Durante,Summerton,65,M,True,True,True,True
987053922,Mellicent,MacDearmont,32,F,True,True,True,False
895853058,Gibbie,Unthank,59,M,True,True,False,False
837540341,Julio,Lethabridge,9,M,True,True,False,True
950829352,Harrison,McKeachie,25,M,True,True,True,True
910264921,Lillian,Stare,44,F,True,True,True,True
153993282,Scarlett,Tett,81,F,True,True,True,False
453785091,Nance,Rounsivall,91,F,True,True,True,True
780915954,Warden,Aizikovitz,45,M,True,True,True,False
960215664,Claudie,Gillyatt,1,F,True,True,False,True
593839729,Maddie,Rodriguez,6,M,False,True,True,True
888975066,Annamaria,Frisch,0,F,True,True,True,True
724881120,Audi,Sellen,85,F,True,True,False,True
279410364,Elvyn,McVanamy,35,M,True,False,True,False
072707394,Jessie,Dowey,62,M,True,True,False,True
389366600,Wiatt,Richfield,85,M,True,True,True,True
189703313,Sande,Puve,12,F,True,True,True,False
537661203,Nichol,Clamp,6,F,True,True,True,True
796244850,Misha,Raund,43,F,True,True,True,False
131685800,Howard,Treves,36,M,True,True,False,True
655959922,Octavius,Ludye,23,M,True,True,True,True
350961779,Jimmy,Darque,35,M,True,True,False,False
005487637,Cathi,Trudgion,66,F,True,True,False,True
777161546,Alexander,Churches,28,M,True,True,False,False
249218045,Suzy,Svanetti,63,F,False,True,False,True
227765453,Lucille,Rolf,59,F,False,True,True,False
896976034,Valentino,Sandall,74,M,True,True,False,False
490578519,Palm,Zorzoni,29,M,True,True,False,False
074713165,Obie,Comerford,62,M,True,True,False,False
322925699,Ellwood,Wyne,83,M,True,True,True,True
448831364,Melisenda,Manwell,74,F,True,True,False,False
476779315,Bren,Lichfield,73,M,True,False,True,True
243074161,Helsa,Caudell,10,F,False,False,True,False
807219336,Kristina,Gatecliff,79,F,True,True,True,True
134747966,Charo,Weigh,93,F,True,True,False,False
884472670,Otha,Spir,13,F,True,False,True,True
181617557,Joshua,Roddam,19,M,True,True,True,False
244759504,Clerissa,Dannatt,83,F,True,True,False,False
295530522,Laryssa,Somerbell,80,F,True,True,False,False
012174315,Bryanty,MacRierie,24,M,True,False,False,True
010756285,Erny,Thowless,10,M,True,True,True,False
896257660,Francisco,Kasparski,87,M,True,True,True,False
848667306,Terencio,Abramino,116,M,True,True,False,False
025521995,Ahmed,Hallgarth,30,M,True,False,True,True
989443260,Rina,Grinstead,75,F,False,True,False,False
276364969,Shirley,Lomas,80,F,True,True,False,False
356531712,Karna,Ellyatt,76,F,False,True,False,False
783490394,Orin,McCaughren,78,M,True,True,False,True
424408594,Mickey,Wadman,9,M,True,True,False,True
692863952,Abbe,Pote,18,M,True,True,False,False
105511939,Claudio,Kingsbury,1,M,False,True,True,False
737347718,Olia,Vasyunkin,52,F,False,True,False,True
340815745,Any,Isacoff,18,M,True,False,True,False
601820775,Oneida,Di Biasi,65,F,True,True,False,True
878040685,Alex,Zimmer,33,M,True,True,True,True
009071701,Myrtia,Vamplew,83,F,True,True,False,True
204048133,Virge,Lound,39,M,False,True,False,False
949722535,Reeva,Townsend,87,F,True,True,False,True
523969751,Leroy,Faint,29,M,True,False,True,False
045106038,Karylin,McCrystal,62,F,True,True,False,False
721234152,Vanna,Peyes,46,F,False,True,True,False
603689617,Gordy,Loffhead,118,M,True,True,False,True
474433127,Harley,Canete,104,F,False,True,True,False
516182212,Graehme,Thompkins,39,M,True,True,True,True
846299294,Joanie,Sagg,106,F,True,True,True,False
925878211,Abran,Mathew,39,M,True,True,False,False
877786850,Staci,Reinert,78,F,True,True,True,True
280461315,Neron,Manneville,102,M,False,True,False,True
148506765,Merilyn,Lannen,32,F,False,False,False,True
545809385,Clare,Gannicott,96,M,True,False,False,True
213924247,Rosanne,Edmondson,84,F,True,True,True,True
106720359,Kathleen,Walicki,28,F,False,True,False,False
717522587,Sonya,Halse,106,F,True,True,True,True
326150160,Godart,Poncet,99,M,True,True,True,False
390165655,Ally,Stucksbury,120,F,True,True,True,True
999547191,Etty,Kellard,76,F,True,False,True,False
072120026,Norbie,Poleye,106,M,True,True,False,True
996509970,Berk,Brisset,40,M,True,False,True,False
413514292,Dolly,Noquet,77,F,True,True,False,False
101577203,Coop,Stebbing,28,M,True,True,False,False
118280838,Sallyann,Hankard,114,F,False,True,True,False
544576099,Sarina,Antognoni,41,F,True,False,False,True
986561193,Anthony,Heningam,22,M,False,True,False,True
063271369,Creighton,Danev,95,M,True,True,False,True
585450247,Truman,Annies,49,M,False,True,True,True
358177646,Sabine,Simpson,99,F,True,False,True,False
946516148,Phyllida,Delph,14,F,False,False,True,False
564335237,Ahmad,Gunter,51,M,True,True,False,False
802717120,Trina,Osbaldstone,8,F,True,True,False,True
751218441,Daniela,De Bell,21,F,True,False,True,False
965140444,Baird,Berrow,89,M,False,True,True,True
052051956,Gussy,Shimwell,85,F,True,True,False,True
264602271,Grenville,Sidebotham,53,M,False,False,True,True
202440742,Ode,Perdue,27,M,False,True,False,False
193117120,Sarge,Floyd,104,M,True,True,False,False
161258728,Esta,Dignam,113,F,True,False,True,False
075870332,Anderea,Inchboard,108,F,True,True,False,False
568969476,Wendie,Quarles,37,F,False,True,False,False
946665233,Consalve,Andriolli,39,M,True,True,True,True
092494066,Renae,Wiggans,57,F,True,True,True,False
194754642,Tressa,Artin,120,F,True,True,False,True
648813040,Evyn,Shawe,108,M,True,True,True,False
182347590,Stefan,Freen,76,M,False,True,False,False
348508434,Addy,Fryatt,49,M,True,True,True,True
975156131,Meggi,Simonetti,83,F,True,True,True,False
717759225,Hyacinthia,Thrasher,108,F,True,True,True,False
876494272,Stormy,Rewcastle,75,F,True,True,False,True
652778561,Sheila-kathryn,Alfonsini,112,F,True,False,True,True
020743811,Ingelbert,Clemot,52,M,True,True,False,True
174593097,Tymothy,Briztman,109,M,True,True,False,False
978533060,Harlie,Chatfield,112,F,True,True,False,False
104114031,Billie,Biasini,71,M,True,True,False,False
939949239,Karol,Sugars,18,F,True,True,True,False
267316387,Gerty,McGucken,75,F,False,False,True,False
788045402,Elli,Tuttle,33,F,True,True,False,False
417032819,Thatcher,Birtwistle,105,M,True,True,False,False
361976976,Mattie,Bartens,1,F,True,False,False,False
237886016,Josephine,Gianetti,37,F,True,False,True,False
763473298,Rene,McGrorty,41,F,True,True,False,False
102301394,Lonni,Frederick,47,F,True,True,False,False
421443611,Tania,Rolfo,80,F,False,True,False,True
027279573,Otis,Scandrick,71,M,False,True,True,False
669178879,Willetta,Bosman,13,F,True,True,False,False
476880784,Emmalynn,Christofides,1,F,True,True,False,True
104867431,Brianna,Devlin,23,F,True,True,False,False
313237616,Babara,Macauley,60,F,False,True,True,False
727176786,Lizette,Corfield,74,F,True,True,True,False
228372829,Lewiss,Whitfeld,7,M,True,True,False,False
763305524,Osbourne,Hovington,44,M,True,True,False,True
117760614,Jase,Milberry,61,M,True,False,False,False
549152601,Ted,Redshaw,0,F,False,False,False,False
517885076,Jasmine,Hollibone,87,F,True,True,True,False
495534293,Ailene,Wadge,51,F,False,False,True,False
218356343,Teresa,Garlick,68,F,True,False,True,True
088251695,Benedicto,Yonnie,56,M,True,True,False,True
301320563,Mendel,Glascott,6,M,False,False,False,True
179377853,Durward,Sargood,1,M,True,True,True,False
097871745,Erasmus,Chiene,57,M,True,True,True,True
113460564,Valentina,McGaraghan,53,F,True,True,True,True
276564506,Karisa,Gamon,117,F,True,True,False,True
367092700,Natalie,Dickerline,3,F,True,False,True,True
445031990,Giffer,Lyttle,72,M,True,True,True,True
343995156,Alyson,Schuster,94,F,True,False,True,False
331590955,Audrey,Crock,97,F,True,True,False,False
701075389,Herman,Radwell,76,M,True,True,False,False
386525857,Rutger,Macon,107,M,True,True,True,True
871905362,Zak,Althrop,6,M,True,True,False,True
660014514,Alaric,Barti,108,M,True,True,True,True
070545004,Eadmund,Kavanagh,38,M,True,True,False,True
606282546,Claus,O'Dennehy,83,M,True,True,False,True
872846803,Heath,Thundercliffe,27,M,False,True,False,True
028246736,Fletch,Graffham,63,M,True,True,True,False
680669159,Andrea,Geist,70,F,False,True,False,True
802867489,Rutter,Crinkley,40,M,True,True,False,True
612301584,Brandice,Jaffra,33,F,True,True,True,False
686354132,Eulalie,Bourke,7,F,False,True,True,False
225289775,Marley,Sollars,90,F,True,True,True,True
638369040,Tabor,Scargill,115,M,True,True,True,True
545189954,Albert,Turfs,38,M,True,True,True,False
658720769,Si,Swatland,71,M,True,True,False,True
861346998,Maryjo,Agneau,99,F,False,True,False,False
573158138,Rafa,Sommerland,98,F,True,True,False,False
554322049,Hillery,Broke,33,M,True,True,True,False
596669432,Ashleigh,Bramham,120,F,True,True,True,True
012466375,Martica,Martini,14,F,True,True,False,False
656394946,Boonie,Autin,40,M,True,True,False,False
447226586,Hakeem,Durrett,77,M,True,False,True,False
731214520,Derby,Shmyr,66,M,True,False,True,False
710550742,Jamey,Sievewright,97,M,False,True,True,False
228862742,Ervin,Ogan,42,M,True,True,True,False
304409758,Gilly,Bugbee,92,F,True,True,False,True
783532136,Roobbie,Vousden,35,F,False,True,True,True
010397639,Carny,Dutnall,116,M,True,False,False,True
244091416,Dino,Scottesmoor,90,M,False,True,True,True
266196896,Terri-jo,Doughton,0,F,True,True,True,False
400710739,Ofella,Laminman,110,F,True,True,False,True
549932086,Tierney,Accombe,51,F,False,True,True,False
156905593,Wat,Kelshaw,29,M,True,True,False,True
228814865,Rockie,Butterworth,100,M,True,True,False,True
484805157,Sibilla,Glanester,92,F,True,True,False,True
586229424,Loralee,Gronw,109,F,True,True,True,False
600229326,Chicky,Canton,35,M,True,True,True,True
606184509,Ginelle,Crutchfield,64,F,True,True,True,True
666459004,Quint,Laming,105,M,True,True,False,True
594717236,Austin,Quarles,24,F,True,True,True,True
742537827,Todd,Bengoechea,19,M,True,True,True,True
776535710,Filbert,Leatt,56,M,False,True,True,True
577492566,Gawain,Wrightim,95,M,True,True,False,True
370270708,Jonathon,Wilfling,89,M,True,True,True,False
263446817,Andrei,Secret,96,F,True,True,False,True
946072055,Marten,Pavkovic,108,M,True,True,False,True
919666081,Doll,Cornes,14,F,True,True,False,False
100686928,Kendell,Garaway,102,M,True,True,True,True
810539389,Robyn,Reubbens,43,F,True,True,False,False
968939667,Mitzi,Studart,101,F,True,True,False,True
720213407,Archer,Ruslin,8,M,True,False,False,True
627428833,Stormie,Cullinan,59,F,True,True,False,True
094675493,Jerri,Jendrassik,5,M,True,False,True,True
213079352,Dwight,Jessope,91,M,True,True,True,True
767835731,Alleen,Bellini,64,F,False,False,True,True
333867558,Anne-marie,Hawarden,52,F,True,True,False,True
222548351,Giuditta,Mac,60,F,True,True,False,True
894668877,Fraze,Jannaway,90,M,True,True,False,False
996106044,Lauree,O'Corrane,63,F,True,True,False,False
119572144,Tim,Advani,72,M,True,True,False,True
133951464,Judie,Dymott,21,F,False,True,False,True
605212268,Dimitry,MacGille,25,M,True,False,False,False
291571925,Malvina,Gudgeon,74,F,True,False,False,True
057808655,Emmerich,Seeviour,54,M,True,True,False,False
735102166,Bria,Grassin,66,F,False,False,False,True
457833127,Sandy,Behan,68,F,True,True,True,False
284862209,Luis,Bedding,72,M,True,True,False,False
097794257,Agretha,Curedell,33,F,True,False,False,True
171636639,Modestine,Berrigan,29,F,True,True,False,False
487847929,Stacia,McGauhy,27,F,True,True,True,False
137706719,Finley,Stone Fewings,65,M,True,True,False,True
639200455,Aimee,Vardey,70,F,True,True,True,False
682612827,Ada,Whimper,101,F,True,True,False,True
718569835,Sylvan,Killeen,101,M,True,True,False,True
085384384,Lilith,Drewitt,81,F,False,True,True,True
918391283,Pam,Cottey,99,F,True,False,False,True
899915075,Arte,Hanbidge,69,M,True,True,True,True
989930597,Greggory,O'Hannigan,69,M,True,True,True,False
606513900,Claudelle,Spere,95,F,True,True,True,True
460727155,Silvano,Heine,59,M,True,True,False,True
448941331,Valentine,Petrelli,107,F,False,True,True,False
912802747,Cate,Keynd,31,F,True,False,True,False
040413310,Joela,Caldecourt,118,F,True,True,True,False
983523621,Zara,Idiens,25,F,True,True,True,False
659801179,Adler,Pringour,40,M,True,False,True,True
463302239,Dudley,Krabbe,68,M,True,True,False,False
001484138,Maryrose,Spall,54,F,True,True,False,False
822584371,Verne,Wheldon,55,M,True,True,True,True
825100573,Anatol,Groucock,50,M,False,True,False,True
760373094,Bethany,Govett,13,F,True,True,False,False
175551945,Lodovico,Petroulis,88,M,True,False,True,False
823047662,Amalita,Pearch,22,F,True,True,False,True
482005887,Alastair,Elegood,4,M,True,True,True,True
569445744,Wilhelm,Earlam,23,M,False,True,False,False
394746550,Bendick,Dalgliesh,36,M,True,True,False,True
261073517,Wilburt,McNirlan,17,M,True,True,True,True
938446772,Romy,Benes,3,F,True,True,True,False
302737091,Gearalt,Sabbatier,84,M,True,True,False,True
819859200,Edgar,Itscowics,76,M,True,True,False,True
572172026,Obadias,Velten,57,M,True,True,False,True
819851373,Maurizia,Gumbrell,38,F,True,True,True,True
482461352,Mead,Bramhall,94,M,True,False,True,False
955002948,Chev,Hanney,24,M,True,True,False,True
926912132,Zacharia,Stiegars,82,M,True,True,False,True
889873275,Merola,Roseaman,41,F,False,True,True,False
501598441,Mervin,Dirr,86,M,True,True,False,True
270881209,Danyelle,Bradlaugh,72,F,True,True,True,False
431708232,Stanford,Strapp,69,M,True,True,False,True
498830498,Ben,Caslake,100,M,True,False,True,True
188040641,Gus,Plaistowe,77,M,True,True,False,True
286209432,Trstram,Mattocks,61,M,False,True,False,True
618794170,Zelda,Bevan,62,F,True,True,False,False
612254276,Ondrea,Kepp,2,F,True,True,False,False
754262797,Gabie,Cowern,21,F,True,True,False,True
081210819,Shepard,Beadel,24,M,True,True,True,True
471934507,Jena,Nosworthy,115,F,True,True,False,True
004957592,Francklin,Cliburn,79,M,False,True,False,True
603472319,Caroline,Rumke,111,F,True,True,True,True
807979901,Tiffi,Battisson,1,F,True,True,False,False
421411662,Rowan,Titchmarsh,111,M,False,True,True,False
606486887,Edik,Garside,36,M,True,True,False,False
769800790,Harry,Rabbe,79,M,True,False,False,False
572660093,Solomon,Steart,46,M,True,True,False,False
627296163,Timothy,Bordiss,90,M,True,True,False,True
333421999,Arlette,Duddin,7,F,False,True,False,True
419572347,Bayard,Waggitt,98,M,True,False,False,False
803731680,Steward,Gately,59,M,False,True,False,True
897761759,Pier,McCrachen,66,F,True,True,False,False
947086917,Lucia,Meeks,93,F,True,True,True,False
768080461,Annecorinne,Meffin,82,F,True,True,False,False
812963364,Gregoor,Vlies,45,M,True,False,False,True
876901561,Dory,Josephs,49,M,True,False,True,True
757603670,Earlie,Hayne,25,M,True,False,False,True
464137900,Sharona,Huxtable,86,F,True,True,False,False
864432869,Marcile,Morling,27,F,True,False,False,False
039932955,Issie,Perl,48,F,False,True,True,True
179739510,Fenelia,Imore,103,F,False,True,True,False
397324170,Milty,Ivanov,60,M,True,True,True,True
542130154,Peyton,D'Ambrosio,29,M,True,True,True,False
713705304,Leigha,Collin,50,F,True,False,False,False
221865818,Angelika,Dulton,16,F,False,False,False,False
928804911,Boy,Swinburn,4,M,True,True,False,False
058921214,Papageno,Heinrici,54,M,True,True,True,False
424168491,Sean,Zanelli,103,M,True,True,False,False
749582977,Maris,Dayne,14,F,True,True,False,False
232045949,Tyne,Shewry,113,F,False,True,True,False
144952069,Erv,Pitkin,29,M,True,True,True,True
757666467,Angelle,Trevance,22,F,True,True,False,False
709647779,Moses,Roseaman,11,M,True,True,True,False
313644576,Geoff,Greatham,21,M,False,True,True,True
135766843,Kyle,Lemmertz,92,F,False,True,True,False
496129143,Bern,Frowde,77,M,False,True,True,False
943061287,Rourke,Daysh,63,M,True,True,True,False
785297859,Clarie,Grgic,69,F,True,True,True,False
219407302,Kahlil,Slainey,109,M,True,False,False,True
519882120,Smitty,Brownscombe,82,M,False,True,True,False
187732023,Darcey,Ruf,115,F,False,True,True,False
720597956,Shelia,Rowell,7,F,True,True,False,True
418587703,Brandy,Handy,85,M,True,True,True,True
612042877,Cherie,Braunton,42,F,False,True,False,True
669861673,Miranda,Habergham,107,F,True,True,True,False
061318418,Loralee,Pavic,119,F,True,True,True,False
581775796,Glenine,Simao,82,F,True,True,True,False
276287858,Priscilla,Rosoni,24,F,True,True,True,False
585827278,Bart,Connealy,1,M,True,True,False,False
645771616,Berte,Beevis,51,F,True,True,False,False
991286721,Myrvyn,Lemoir,13,M,True,True,True,True
447620156,Federico,Trayes,74,M,True,False,False,False
796416600,Miller,Sapauton,36,M,True,True,True,True
071091498,Amber,Kuscha,119,F,True,True,True,False
957870680,Vania,Iacavone,64,F,True,True,False,True
989894024,Ranice,Morphet,38,F,False,True,True,False
757403346,Allissa,Tolotti,96,F,True,True,True,False
565842184,Galven,Elgie,4,M,True,False,True,True
879613856,Bartolemo,Straw,53,M,True,False,True,False
254814035,Lindy,Hackinge,69,M,True,True,True,False
735989731,Angel,Heber,31,M,True,True,False,True
910965248,Fionnula,Chittie,119,F,False,True,False,False
905789474,Gerick,Armstrong,77,M,False,True,False,True
715152714,Wit,Berkeley,69,M,True,True,False,False
434515185,Crawford,Vasilyev,4,M,True,True,False,False
520840327,Cosme,Rowswell,88,M,True,True,True,True
792693251,Nil,McCormick,74,M,False,True,True,True
469379421,Sabra,Louys,48,F,True,True,True,False
